T / K	p / MPa	u / kJ/kg	h / kJ/kg	s / kJ/kgK	v / m3/kg	cp / kJ/kgK	cv / kJ/kgK
4.16146539e+02	3.93211981e+05	2.55251157e+06	2.73727839e+06	6.90114657e+03	4.69891116e-01	2.33522099e+03	1.71485480e+03
4.16520849e+02	3.97325587e+05	2.55286938e+06	2.73775169e+06	6.89766330e+03	4.65316915e-01	2.33832611e+03	1.71673253e+03
4.16895159e+02	4.01473748e+05	2.55322625e+06	2.73822373e+06	6.89418661e+03	4.60795955e-01	2.34144673e+03	1.71861791e+03
4.17269469e+02	4.05656675e+05	2.55358218e+06	2.73869449e+06	6.89071645e+03	4.56327519e-01	2.34458283e+03	1.72051089e+03
4.17643780e+02	4.09874579e+05	2.55393717e+06	2.73916396e+06	6.88725279e+03	4.51910898e-01	2.34773441e+03	1.72241145e+03
4.18018090e+02	4.14127673e+05	2.55429121e+06	2.73963215e+06	6.88379561e+03	4.47545397e-01	2.35090145e+03	1.72431953e+03
4.18392400e+02	4.18416171e+05	2.55464431e+06	2.74009905e+06	6.88034487e+03	4.43230328e-01	2.35408396e+03	1.72623511e+03
4.18766711e+02	4.22740286e+05	2.55499645e+06	2.74056465e+06	6.87690055e+03	4.38965017e-01	2.35728191e+03	1.72815814e+03
4.19141021e+02	4.27100233e+05	2.55534764e+06	2.74102895e+06	6.87346260e+03	4.34748797e-01	2.36049531e+03	1.73008858e+03
4.19515331e+02	4.31496229e+05	2.55569787e+06	2.74149195e+06	6.87003101e+03	4.30581014e-01	2.36372414e+03	1.73202640e+03
4.19889642e+02	4.35928488e+05	2.55604713e+06	2.74195364e+06	6.86660574e+03	4.26461022e-01	2.36696839e+03	1.73397155e+03
4.20263952e+02	4.40397228e+05	2.55639544e+06	2.74241402e+06	6.86318676e+03	4.22388185e-01	2.37022806e+03	1.73592399e+03
4.20638262e+02	4.44902666e+05	2.55674277e+06	2.74287308e+06	6.85977404e+03	4.18361876e-01	2.37350313e+03	1.73788368e+03
4.21012573e+02	4.49445021e+05	2.55708913e+06	2.74333082e+06	6.85636755e+03	4.14381480e-01	2.37679360e+03	1.73985058e+03
4.21386883e+02	4.54024511e+05	2.55743452e+06	2.74378724e+06	6.85296726e+03	4.10446387e-01	2.38009944e+03	1.74182465e+03
4.21761193e+02	4.58641357e+05	2.55777893e+06	2.74424233e+06	6.84957314e+03	4.06556001e-01	2.38342067e+03	1.74380585e+03
4.22135504e+02	4.63295779e+05	2.55812236e+06	2.74469608e+06	6.84618516e+03	4.02709731e-01	2.38675725e+03	1.74579413e+03
4.22509814e+02	4.67987998e+05	2.55846480e+06	2.74514849e+06	6.84280330e+03	3.98906996e-01	2.39010919e+03	1.74778944e+03
4.22884124e+02	4.72718236e+05	2.55880626e+06	2.74559956e+06	6.83942751e+03	3.95147225e-01	2.39347647e+03	1.74979176e+03
4.23258434e+02	4.77486716e+05	2.55914673e+06	2.74604928e+06	6.83605778e+03	3.91429853e-01	2.39685908e+03	1.75180103e+03
4.23632745e+02	4.82293660e+05	2.55948620e+06	2.74649766e+06	6.83269407e+03	3.87754326e-01	2.40025701e+03	1.75381720e+03
4.24007055e+02	4.87139292e+05	2.55982468e+06	2.74694467e+06	6.82933636e+03	3.84120096e-01	2.40367025e+03	1.75584025e+03
4.24381365e+02	4.92023839e+05	2.56016216e+06	2.74739033e+06	6.82598461e+03	3.80526624e-01	2.40709879e+03	1.75787012e+03
4.24755676e+02	4.96947524e+05	2.56049863e+06	2.74783462e+06	6.82263880e+03	3.76973380e-01	2.41054262e+03	1.75990676e+03
4.25129986e+02	5.01910574e+05	2.56083410e+06	2.74827754e+06	6.81929890e+03	3.73459840e-01	2.41400173e+03	1.76195015e+03
4.25504296e+02	5.06913215e+05	2.56116856e+06	2.74871909e+06	6.81596487e+03	3.69985489e-01	2.41747611e+03	1.76400022e+03
4.25878607e+02	5.11955676e+05	2.56150200e+06	2.74915926e+06	6.81263669e+03	3.66549818e-01	2.42096575e+03	1.76605694e+03
4.26252917e+02	5.17038185e+05	2.56183443e+06	2.74959805e+06	6.80931434e+03	3.63152328e-01	2.42447064e+03	1.76812026e+03
4.26627227e+02	5.22160970e+05	2.56216584e+06	2.75003546e+06	6.80599778e+03	3.59792524e-01	2.42799076e+03	1.77019014e+03
4.27001538e+02	5.27324261e+05	2.56249623e+06	2.75047147e+06	6.80268698e+03	3.56469923e-01	2.43152612e+03	1.77226653e+03
4.27375848e+02	5.32528288e+05	2.56282559e+06	2.75090609e+06	6.79938192e+03	3.53184043e-01	2.43507671e+03	1.77434939e+03
4.27750158e+02	5.37773283e+05	2.56315393e+06	2.75133930e+06	6.79608256e+03	3.49934414e-01	2.43864251e+03	1.77643868e+03
4.28124468e+02	5.43059477e+05	2.56348123e+06	2.75177112e+06	6.79278889e+03	3.46720570e-01	2.44222351e+03	1.77853434e+03
4.28498779e+02	5.48387103e+05	2.56380749e+06	2.75220152e+06	6.78950086e+03	3.43542054e-01	2.44581972e+03	1.78063634e+03
4.28873089e+02	5.53756393e+05	2.56413272e+06	2.75263052e+06	6.78621846e+03	3.40398413e-01	2.44943111e+03	1.78274464e+03
4.29247399e+02	5.59167582e+05	2.56445690e+06	2.75305809e+06	6.78294166e+03	3.37289203e-01	2.45305769e+03	1.78485918e+03
4.29621710e+02	5.64620905e+05	2.56478004e+06	2.75348425e+06	6.77967042e+03	3.34213985e-01	2.45669945e+03	1.78697993e+03
4.29996020e+02	5.70116595e+05	2.56510213e+06	2.75390897e+06	6.77640473e+03	3.31172326e-01	2.46035639e+03	1.78910684e+03
4.30370330e+02	5.75654890e+05	2.56542317e+06	2.75433227e+06	6.77314454e+03	3.28163801e-01	2.46402849e+03	1.79123986e+03
4.30744641e+02	5.81236026e+05	2.56574316e+06	2.75475413e+06	6.76988985e+03	3.25187990e-01	2.46771575e+03	1.79337896e+03
4.31118951e+02	5.86860240e+05	2.56606208e+06	2.75517456e+06	6.76664061e+03	3.22244478e-01	2.47141818e+03	1.79552409e+03
4.31493261e+02	5.92527771e+05	2.56637995e+06	2.75559354e+06	6.76339680e+03	3.19332857e-01	2.47513576e+03	1.79767520e+03
4.31867572e+02	5.98238856e+05	2.56669675e+06	2.75601107e+06	6.76015839e+03	3.16452726e-01	2.47886850e+03	1.79983226e+03
4.32241882e+02	6.03993736e+05	2.56701248e+06	2.75642714e+06	6.75692536e+03	3.13603688e-01	2.48261639e+03	1.80199523e+03
4.32616192e+02	6.09792651e+05	2.56732714e+06	2.75684177e+06	6.75369768e+03	3.10785352e-01	2.48637943e+03	1.80416405e+03
4.32990503e+02	6.15635841e+05	2.56764073e+06	2.75725492e+06	6.75047532e+03	3.07997333e-01	2.49015762e+03	1.80633869e+03
4.33364813e+02	6.21523548e+05	2.56795324e+06	2.75766662e+06	6.74725825e+03	3.05239251e-01	2.49395096e+03	1.80851910e+03
4.33739123e+02	6.27456014e+05	2.56826466e+06	2.75807684e+06	6.74404645e+03	3.02510733e-01	2.49775945e+03	1.81070526e+03
4.34113433e+02	6.33433482e+05	2.56857500e+06	2.75848559e+06	6.74083990e+03	2.99811408e-01	2.50158309e+03	1.81289710e+03
4.34487744e+02	6.39456196e+05	2.56888426e+06	2.75889285e+06	6.73763855e+03	2.97140913e-01	2.50542189e+03	1.81509460e+03
4.34862054e+02	6.45524399e+05	2.56919242e+06	2.75929864e+06	6.73444240e+03	2.94498889e-01	2.50927585e+03	1.81729771e+03
4.35236364e+02	6.51638337e+05	2.56949949e+06	2.75970293e+06	6.73125140e+03	2.91884983e-01	2.51314498e+03	1.81950640e+03
4.35610675e+02	6.57798256e+05	2.56980545e+06	2.76010573e+06	6.72806554e+03	2.89298847e-01	2.51702927e+03	1.82172062e+03
4.35984985e+02	6.64004401e+05	2.57011032e+06	2.76050703e+06	6.72488479e+03	2.86740135e-01	2.52092874e+03	1.82394034e+03
4.36359295e+02	6.70257021e+05	2.57041408e+06	2.76090683e+06	6.72170912e+03	2.84208510e-01	2.52484340e+03	1.82616552e+03
4.36733606e+02	6.76556361e+05	2.57071674e+06	2.76130513e+06	6.71853851e+03	2.81703637e-01	2.52877324e+03	1.82839611e+03
4.37107916e+02	6.82902672e+05	2.57101828e+06	2.76170191e+06	6.71537292e+03	2.79225187e-01	2.53271829e+03	1.83063209e+03
4.37482226e+02	6.89296202e+05	2.57131871e+06	2.76209717e+06	6.71221234e+03	2.76772835e-01	2.53667855e+03	1.83287341e+03
4.37856537e+02	6.95737200e+05	2.57161802e+06	2.76249092e+06	6.70905674e+03	2.74346260e-01	2.54065403e+03	1.83512004e+03
4.38230847e+02	7.02225918e+05	2.57191620e+06	2.76288313e+06	6.70590608e+03	2.71945147e-01	2.54464474e+03	1.83737194e+03
4.38605157e+02	7.08762606e+05	2.57221326e+06	2.76327382e+06	6.70276035e+03	2.69569183e-01	2.54865070e+03	1.83962907e+03
4.38979467e+02	7.15347516e+05	2.57250920e+06	2.76366297e+06	6.69961952e+03	2.67218063e-01	2.55267193e+03	1.84189141e+03
4.39353778e+02	7.21980901e+05	2.57280400e+06	2.76405059e+06	6.69648356e+03	2.64891482e-01	2.55670843e+03	1.84415892e+03
4.39728088e+02	7.28663013e+05	2.57309766e+06	2.76443666e+06	6.69335245e+03	2.62589142e-01	2.56076023e+03	1.84643156e+03
4.40102398e+02	7.35394108e+05	2.57339018e+06	2.76482117e+06	6.69022616e+03	2.60310749e-01	2.56482734e+03	1.84870930e+03
4.40476709e+02	7.42174438e+05	2.57368157e+06	2.76520414e+06	6.68710467e+03	2.58056012e-01	2.56890979e+03	1.85099211e+03
4.40851019e+02	7.49004261e+05	2.57397180e+06	2.76558555e+06	6.68398795e+03	2.55824644e-01	2.57300758e+03	1.85327995e+03
4.41225329e+02	7.55883830e+05	2.57426088e+06	2.76596539e+06	6.68087597e+03	2.53616363e-01	2.57712076e+03	1.85557280e+03
4.41599640e+02	7.62813404e+05	2.57454882e+06	2.76634367e+06	6.67776871e+03	2.51430889e-01	2.58124933e+03	1.85787062e+03
4.41973950e+02	7.69793238e+05	2.57483559e+06	2.76672037e+06	6.67466615e+03	2.49267949e-01	2.58539332e+03	1.86017338e+03
4.42348260e+02	7.76823592e+05	2.57512120e+06	2.76709550e+06	6.67156825e+03	2.47127271e-01	2.58955276e+03	1.86248106e+03
4.42722571e+02	7.83904724e+05	2.57540565e+06	2.76746904e+06	6.66847500e+03	2.45008586e-01	2.59372767e+03	1.86479362e+03
4.43096881e+02	7.91036893e+05	2.57568894e+06	2.76784100e+06	6.66538636e+03	2.42911633e-01	2.59791809e+03	1.86711104e+03
4.43471191e+02	7.98220359e+05	2.57597105e+06	2.76821136e+06	6.66230232e+03	2.40836149e-01	2.60212403e+03	1.86943328e+03
4.43845502e+02	8.05455383e+05	2.57625198e+06	2.76858013e+06	6.65922285e+03	2.38781880e-01	2.60634554e+03	1.87176033e+03
4.44219812e+02	8.12742225e+05	2.57653174e+06	2.76894730e+06	6.65614792e+03	2.36748570e-01	2.61058264e+03	1.87409215e+03
4.44594122e+02	8.20081149e+05	2.57681031e+06	2.76931286e+06	6.65307750e+03	2.34735972e-01	2.61483536e+03	1.87642872e+03
4.44968432e+02	8.27472416e+05	2.57708770e+06	2.76967681e+06	6.65001158e+03	2.32743837e-01	2.61910375e+03	1.87877001e+03
4.45342743e+02	8.34916290e+05	2.57736390e+06	2.77003914e+06	6.64695012e+03	2.30771924e-01	2.62338783e+03	1.88111600e+03
4.45717053e+02	8.42413036e+05	2.57763890e+06	2.77039985e+06	6.64389311e+03	2.28819992e-01	2.62768765e+03	1.88346667e+03
4.46091363e+02	8.49962916e+05	2.57791271e+06	2.77075893e+06	6.64084052e+03	2.26887805e-01	2.63200324e+03	1.88582199e+03
4.46465674e+02	8.57566198e+05	2.57818532e+06	2.77111639e+06	6.63779232e+03	2.24975129e-01	2.63633464e+03	1.88818194e+03
4.46839984e+02	8.65223147e+05	2.57845672e+06	2.77147220e+06	6.63474849e+03	2.23081734e-01	2.64068190e+03	1.89054650e+03
4.47214294e+02	8.72934030e+05	2.57872692e+06	2.77182638e+06	6.63170900e+03	2.21207393e-01	2.64504505e+03	1.89291565e+03
4.47588605e+02	8.80699113e+05	2.57899590e+06	2.77217891e+06	6.62867383e+03	2.19351882e-01	2.64942414e+03	1.89528937e+03
4.47962915e+02	8.88518666e+05	2.57926367e+06	2.77252979e+06	6.62564295e+03	2.17514980e-01	2.65381922e+03	1.89766763e+03
4.48337225e+02	8.96392956e+05	2.57953022e+06	2.77287901e+06	6.62261635e+03	2.15696469e-01	2.65823034e+03	1.90005043e+03
4.48711536e+02	9.04322253e+05	2.57979554e+06	2.77322657e+06	6.61959399e+03	2.13896132e-01	2.66265753e+03	1.90243773e+03
4.49085846e+02	9.12306827e+05	2.58005964e+06	2.77357247e+06	6.61657585e+03	2.12113759e-01	2.66710086e+03	1.90482953e+03
4.49460156e+02	9.20346949e+05	2.58032250e+06	2.77391669e+06	6.61356190e+03	2.10349138e-01	2.67156037e+03	1.90722580e+03
4.49834466e+02	9.28442890e+05	2.58058413e+06	2.77425924e+06	6.61055213e+03	2.08602064e-01	2.67603612e+03	1.90962653e+03
4.50208777e+02	9.36594922e+05	2.58084453e+06	2.77460010e+06	6.60754651e+03	2.06872333e-01	2.68052815e+03	1.91203171e+03
4.50583087e+02	9.44803318e+05	2.58110368e+06	2.77493928e+06	6.60454501e+03	2.05159742e-01	2.68503653e+03	1.91444132e+03
4.50957397e+02	9.53068350e+05	2.58136158e+06	2.77527677e+06	6.60154761e+03	2.03464093e-01	2.68956132e+03	1.91685534e+03
4.51331708e+02	9.61390294e+05	2.58161823e+06	2.77561256e+06	6.59855429e+03	2.01785191e-01	2.69410256e+03	1.91927377e+03
4.51706018e+02	9.69769423e+05	2.58187363e+06	2.77594665e+06	6.59556502e+03	2.00122841e-01	2.69866033e+03	1.92169659e+03
4.52080328e+02	9.78206013e+05	2.58212777e+06	2.77627903e+06	6.59257977e+03	1.98476853e-01	2.70323468e+03	1.92412378e+03
4.52454639e+02	9.86700340e+05	2.58238065e+06	2.77660969e+06	6.58959853e+03	1.96847038e-01	2.70782567e+03	1.92655534e+03
4.52828949e+02	9.95252681e+05	2.58263226e+06	2.77693864e+06	6.58662126e+03	1.95233210e-01	2.71243337e+03	1.92899125e+03
4.53203259e+02	1.00386331e+06	2.58288261e+06	2.77726586e+06	6.58364795e+03	1.93635186e-01	2.71705785e+03	1.93143151e+03
4.53577570e+02	1.01253251e+06	2.58313167e+06	2.77759136e+06	6.58067857e+03	1.92052783e-01	2.72169916e+03	1.93387611e+03
4.53951880e+02	1.02126056e+06	2.58337946e+06	2.77791512e+06	6.57771310e+03	1.90485825e-01	2.72635739e+03	1.93632503e+03
4.54326190e+02	1.03004773e+06	2.58362597e+06	2.77823715e+06	6.57475151e+03	1.88934133e-01	2.73103260e+03	1.93877827e+03
4.54700501e+02	1.03889431e+06	2.58387119e+06	2.77855742e+06	6.57179378e+03	1.87397534e-01	2.73572486e+03	1.94123582e+03
4.55074811e+02	1.04780058e+06	2.58411512e+06	2.77887595e+06	6.56883989e+03	1.85875857e-01	2.74043424e+03	1.94369768e+03
4.55449121e+02	1.05676681e+06	2.58435776e+06	2.77919272e+06	6.56588981e+03	1.84368930e-01	2.74516083e+03	1.94616383e+03
4.55823431e+02	1.06579330e+06	2.58459910e+06	2.77950774e+06	6.56294351e+03	1.82876587e-01	2.74990468e+03	1.94863427e+03
4.56197742e+02	1.07488031e+06	2.58483913e+06	2.77982098e+06	6.56000098e+03	1.81398662e-01	2.75466589e+03	1.95110900e+03
4.56572052e+02	1.08402815e+06	2.58507786e+06	2.78013245e+06	6.55706219e+03	1.79934992e-01	2.75944452e+03	1.95358801e+03
4.56946362e+02	1.09323708e+06	2.58531527e+06	2.78044215e+06	6.55412712e+03	1.78485416e-01	2.76424067e+03	1.95607130e+03
4.57320673e+02	1.10250739e+06	2.58555137e+06	2.78075006e+06	6.55119574e+03	1.77049775e-01	2.76905440e+03	1.95855886e+03
4.57694983e+02	1.11183938e+06	2.58578616e+06	2.78105619e+06	6.54826804e+03	1.75627912e-01	2.77388581e+03	1.96105070e+03
4.58069293e+02	1.12123332e+06	2.58601961e+06	2.78136052e+06	6.54534397e+03	1.74219672e-01	2.77873498e+03	1.96354680e+03
4.58443604e+02	1.13068950e+06	2.58625174e+06	2.78166305e+06	6.54242353e+03	1.72824902e-01	2.78360198e+03	1.96604717e+03
4.58817914e+02	1.14020821e+06	2.58648254e+06	2.78196377e+06	6.53950670e+03	1.71443450e-01	2.78848692e+03	1.96855181e+03
4.59192224e+02	1.14978973e+06	2.58671200e+06	2.78226269e+06	6.53659343e+03	1.70075168e-01	2.79338987e+03	1.97106070e+03
4.59566535e+02	1.15943436e+06	2.58694012e+06	2.78255978e+06	6.53368372e+03	1.68719909e-01	2.79831093e+03	1.97357387e+03
4.59940845e+02	1.16914238e+06	2.58716690e+06	2.78285506e+06	6.53077754e+03	1.67377526e-01	2.80325018e+03	1.97609130e+03
4.60315155e+02	1.17891408e+06	2.58739233e+06	2.78314851e+06	6.52787487e+03	1.66047878e-01	2.80820773e+03	1.97861299e+03
4.60689465e+02	1.18874976e+06	2.58761640e+06	2.78344012e+06	6.52497568e+03	1.64730821e-01	2.81318365e+03	1.98113895e+03
4.61063776e+02	1.19864970e+06	2.58783911e+06	2.78372990e+06	6.52207994e+03	1.63426216e-01	2.81817805e+03	1.98366917e+03
4.61438086e+02	1.20861420e+06	2.58806046e+06	2.78401783e+06	6.51918765e+03	1.62133925e-01	2.82319103e+03	1.98620367e+03
4.61812396e+02	1.21864354e+06	2.58828045e+06	2.78430391e+06	6.51629877e+03	1.60853811e-01	2.82822267e+03	1.98874244e+03
4.62186707e+02	1.22873802e+06	2.58849906e+06	2.78458813e+06	6.51341327e+03	1.59585741e-01	2.83327308e+03	1.99128548e+03
4.62561017e+02	1.23889794e+06	2.58871630e+06	2.78487049e+06	6.51053115e+03	1.58329580e-01	2.83834236e+03	1.99383280e+03
4.62935327e+02	1.24912359e+06	2.58893216e+06	2.78515098e+06	6.50765237e+03	1.57085197e-01	2.84343061e+03	1.99638440e+03
4.63309638e+02	1.25941525e+06	2.58914663e+06	2.78542960e+06	6.50477691e+03	1.55852464e-01	2.84853793e+03	1.99894028e+03
4.63683948e+02	1.26977324e+06	2.58935971e+06	2.78570634e+06	6.50190474e+03	1.54631251e-01	2.85366443e+03	2.00150046e+03
4.64058258e+02	1.28019784e+06	2.58957140e+06	2.78598119e+06	6.49903585e+03	1.53421433e-01	2.85881020e+03	2.00406493e+03
4.64432569e+02	1.29068935e+06	2.58978169e+06	2.78625415e+06	6.49617022e+03	1.52222884e-01	2.86397536e+03	2.00663369e+03
4.64806879e+02	1.30124807e+06	2.58999058e+06	2.78652521e+06	6.49330781e+03	1.51035482e-01	2.86916001e+03	2.00920677e+03
4.65181189e+02	1.31187430e+06	2.59019806e+06	2.78679437e+06	6.49044861e+03	1.49859105e-01	2.87436427e+03	2.01178415e+03
4.65555499e+02	1.32256833e+06	2.59040413e+06	2.78706162e+06	6.48759259e+03	1.48693631e-01	2.87958823e+03	2.01436584e+03
4.65929810e+02	1.33333046e+06	2.59060879e+06	2.78732695e+06	6.48473973e+03	1.47538944e-01	2.88483202e+03	2.01695186e+03
4.66304120e+02	1.34416100e+06	2.59081202e+06	2.78759036e+06	6.48189000e+03	1.46394924e-01	2.89009574e+03	2.01954221e+03
4.66678430e+02	1.35506024e+06	2.59101382e+06	2.78785185e+06	6.47904339e+03	1.45261457e-01	2.89537951e+03	2.02213689e+03
4.67052741e+02	1.36602849e+06	2.59121420e+06	2.78811139e+06	6.47619988e+03	1.44138429e-01	2.90068343e+03	2.02473591e+03
4.67427051e+02	1.37706604e+06	2.59141313e+06	2.78836900e+06	6.47335943e+03	1.43025725e-01	2.90600764e+03	2.02733929e+03
4.67801361e+02	1.38817320e+06	2.59161063e+06	2.78862467e+06	6.47052203e+03	1.41923235e-01	2.91135223e+03	2.02994701e+03
4.68175672e+02	1.39935028e+06	2.59180669e+06	2.78887837e+06	6.46768765e+03	1.40830848e-01	2.91671734e+03	2.03255910e+03
4.68549982e+02	1.41059757e+06	2.59200129e+06	2.78913013e+06	6.46485627e+03	1.39748456e-01	2.92210307e+03	2.03517556e+03
4.68924292e+02	1.42191538e+06	2.59219444e+06	2.78937991e+06	6.46202787e+03	1.38675951e-01	2.92750956e+03	2.03779640e+03
4.69298603e+02	1.43330402e+06	2.59238613e+06	2.78962773e+06	6.45920242e+03	1.37613227e-01	2.93293691e+03	2.04042163e+03
4.69672913e+02	1.44476379e+06	2.59257636e+06	2.78987356e+06	6.45637991e+03	1.36560178e-01	2.93838525e+03	2.04305125e+03
4.70047223e+02	1.45629499e+06	2.59276512e+06	2.79011741e+06	6.45356031e+03	1.35516702e-01	2.94385471e+03	2.04568527e+03
4.70421534e+02	1.46789794e+06	2.59295240e+06	2.79035928e+06	6.45074359e+03	1.34482696e-01	2.94934541e+03	2.04832371e+03
4.70795844e+02	1.47957294e+06	2.59313821e+06	2.79059914e+06	6.44792974e+03	1.33458059e-01	2.95485747e+03	2.05096656e+03
4.71170154e+02	1.49132030e+06	2.59332253e+06	2.79083701e+06	6.44511873e+03	1.32442690e-01	2.96039101e+03	2.05361384e+03
4.71544464e+02	1.50314033e+06	2.59350537e+06	2.79107286e+06	6.44231054e+03	1.31436492e-01	2.96594618e+03	2.05626555e+03
4.71918775e+02	1.51503333e+06	2.59368671e+06	2.79130670e+06	6.43950515e+03	1.30439367e-01	2.97152309e+03	2.05892172e+03
4.72293085e+02	1.52699963e+06	2.59386655e+06	2.79153851e+06	6.43670253e+03	1.29451219e-01	2.97712187e+03	2.06158233e+03
4.72667395e+02	1.53903951e+06	2.59404489e+06	2.79176830e+06	6.43390266e+03	1.28471951e-01	2.98274266e+03	2.06424740e+03
4.73041706e+02	1.55115331e+06	2.59422172e+06	2.79199605e+06	6.43110552e+03	1.27501472e-01	2.98838558e+03	2.06691695e+03
4.73416016e+02	1.56334133e+06	2.59439704e+06	2.79222176e+06	6.42831110e+03	1.26539687e-01	2.99405077e+03	2.06959097e+03
4.73790326e+02	1.57560388e+06	2.59457084e+06	2.79244542e+06	6.42551935e+03	1.25586505e-01	2.99973836e+03	2.07226948e+03
4.74164637e+02	1.58794128e+06	2.59474311e+06	2.79266703e+06	6.42273027e+03	1.24641835e-01	3.00544848e+03	2.07495249e+03
4.74538947e+02	1.60035384e+06	2.59491386e+06	2.79288658e+06	6.41994383e+03	1.23705588e-01	3.01118128e+03	2.07764000e+03
4.74913257e+02	1.61284187e+06	2.59508308e+06	2.79310405e+06	6.41716000e+03	1.22777676e-01	3.01693687e+03	2.08033202e+03
4.75287568e+02	1.62540569e+06	2.59525075e+06	2.79331945e+06	6.41437877e+03	1.21858010e-01	3.02271541e+03	2.08302856e+03
4.75661878e+02	1.63804562e+06	2.59541688e+06	2.79353277e+06	6.41160012e+03	1.20946505e-01	3.02851703e+03	2.08572963e+03
4.76036188e+02	1.65076197e+06	2.59558146e+06	2.79374401e+06	6.40882401e+03	1.20043075e-01	3.03434187e+03	2.08843524e+03
4.76410498e+02	1.66355505e+06	2.59574449e+06	2.79395314e+06	6.40605043e+03	1.19147637e-01	3.04019006e+03	2.09114539e+03
4.76784809e+02	1.67642519e+06	2.59590596e+06	2.79416018e+06	6.40327936e+03	1.18260106e-01	3.04606175e+03	2.09386009e+03
4.77159119e+02	1.68937271e+06	2.59606586e+06	2.79436510e+06	6.40051077e+03	1.17380400e-01	3.05195708e+03	2.09657935e+03
4.77533429e+02	1.70239791e+06	2.59622419e+06	2.79456792e+06	6.39774465e+03	1.16508438e-01	3.05787619e+03	2.09930318e+03
4.77907740e+02	1.71550113e+06	2.59638095e+06	2.79476860e+06	6.39498096e+03	1.15644141e-01	3.06381923e+03	2.10203159e+03
4.78282050e+02	1.72868267e+06	2.59653613e+06	2.79496716e+06	6.39221969e+03	1.14787427e-01	3.06978633e+03	2.10476457e+03
4.78656360e+02	1.74194287e+06	2.59668972e+06	2.79516359e+06	6.38946081e+03	1.13938219e-01	3.07577765e+03	2.10750215e+03
4.79030671e+02	1.75528205e+06	2.59684172e+06	2.79535787e+06	6.38670431e+03	1.13096440e-01	3.08179333e+03	2.11024432e+03
4.79404981e+02	1.76870051e+06	2.59699212e+06	2.79555000e+06	6.38395016e+03	1.12262012e-01	3.08783352e+03	2.11299109e+03
4.79779291e+02	1.78219860e+06	2.59714092e+06	2.79573997e+06	6.38119833e+03	1.11434860e-01	3.09389835e+03	2.11574247e+03
4.80153602e+02	1.79577662e+06	2.59728811e+06	2.79592778e+06	6.37844882e+03	1.10614910e-01	3.09998799e+03	2.11849846e+03
4.80527912e+02	1.80943491e+06	2.59743369e+06	2.79611342e+06	6.37570158e+03	1.09802086e-01	3.10610259e+03	2.12125908e+03
4.80902222e+02	1.82317378e+06	2.59757765e+06	2.79629687e+06	6.37295661e+03	1.08996316e-01	3.11224228e+03	2.12402432e+03
4.81276533e+02	1.83699357e+06	2.59771998e+06	2.79647815e+06	6.37021388e+03	1.08197529e-01	3.11840722e+03	2.12679419e+03
4.81650843e+02	1.85089460e+06	2.59786069e+06	2.79665723e+06	6.36747336e+03	1.07405651e-01	3.12459757e+03	2.12956869e+03
4.82025153e+02	1.86487719e+06	2.59799976e+06	2.79683411e+06	6.36473504e+03	1.06620614e-01	3.13081348e+03	2.13234784e+03
4.82399463e+02	1.87894167e+06	2.59813719e+06	2.79700878e+06	6.36199890e+03	1.05842346e-01	3.13705510e+03	2.13513164e+03
4.82773774e+02	1.89308837e+06	2.59827297e+06	2.79718124e+06	6.35926490e+03	1.05070780e-01	3.14332258e+03	2.13792008e+03
4.83148084e+02	1.90731762e+06	2.59840710e+06	2.79735148e+06	6.35653304e+03	1.04305846e-01	3.14961609e+03	2.14071318e+03
4.83522394e+02	1.92162974e+06	2.59853958e+06	2.79751949e+06	6.35380328e+03	1.03547479e-01	3.15593577e+03	2.14351093e+03
4.83896705e+02	1.93602507e+06	2.59867039e+06	2.79768527e+06	6.35107560e+03	1.02795610e-01	3.16228178e+03	2.14631335e+03
4.84271015e+02	1.95050393e+06	2.59879953e+06	2.79784880e+06	6.34834999e+03	1.02050175e-01	3.16865429e+03	2.14912042e+03
4.84645325e+02	1.96506666e+06	2.59892699e+06	2.79801008e+06	6.34562642e+03	1.01311108e-01	3.17505344e+03	2.15193217e+03
4.85019636e+02	1.97971358e+06	2.59905278e+06	2.79816910e+06	6.34290487e+03	1.00578346e-01	3.18147941e+03	2.15474858e+03
4.85393946e+02	1.99444503e+06	2.59917688e+06	2.79832585e+06	6.34018532e+03	9.98518236e-02	3.18793235e+03	2.15756967e+03
4.85768256e+02	2.00926133e+06	2.59929928e+06	2.79848033e+06	6.33746774e+03	9.91314791e-02	3.19441242e+03	2.16039543e+03
4.86142567e+02	2.02416284e+06	2.59941999e+06	2.79863253e+06	6.33475211e+03	9.84172503e-02	3.20091979e+03	2.16322586e+03
4.86516877e+02	2.03914986e+06	2.59953900e+06	2.79878244e+06	6.33203842e+03	9.77090757e-02	3.20745462e+03	2.16606096e+03
4.86891187e+02	2.05422275e+06	2.59965629e+06	2.79893006e+06	6.32932663e+03	9.70068948e-02	3.21401707e+03	2.16890074e+03
4.87265497e+02	2.06938183e+06	2.59977187e+06	2.79907537e+06	6.32661673e+03	9.63106475e-02	3.22060730e+03	2.17174520e+03
4.87639808e+02	2.08462745e+06	2.59988573e+06	2.79921837e+06	6.32390870e+03	9.56202745e-02	3.22722550e+03	2.17459434e+03
4.88014118e+02	2.09995993e+06	2.59999785e+06	2.79935906e+06	6.32120250e+03	9.49357173e-02	3.23387181e+03	2.17744814e+03
